Iteration,Selfish Strategy,Honest Strategy
2407,Selfish,Honest
2408,Selfish,Honest
2409,Selfish,Honest
2410,Selfish,Honest
2411,Selfish,Honest
2412,Selfish,Honest
2413,Selfish,Honest
2414,Selfish,Honest
2415,Selfish,Honest
2416,Selfish,Honest
2417,Selfish,Honest
2418,Selfish,Honest
2419,Selfish,Honest
2420,Selfish,Honest
2421,Selfish,Honest
2422,Selfish,Honest
2423,Selfish,Honest
2424,Selfish,Honest
2425,Selfish,Honest
2426,Selfish,Honest
2427,Selfish,Honest
2428,Selfish,Honest
2429,Selfish,Honest
2430,Selfish,Honest
2431,Selfish,Honest
2432,Selfish,Honest
2433,Selfish,Honest
2434,Selfish,Honest
2435,Selfish,Honest
2436,Selfish,Honest
2437,Selfish,Honest
2438,Selfish,Honest
2439,Selfish,Honest
2440,Selfish,Honest
2441,Selfish,Honest
2442,Selfish,Honest
2443,Selfish,Honest
2444,Selfish,Honest
2445,Selfish,Honest
2446,Selfish,Honest
2447,Selfish,Honest
2448,Selfish,Honest
2449,Selfish,Honest
2450,Selfish,Honest
2451,Selfish,Honest
2452,Selfish,Honest
2453,Selfish,Honest
2454,Selfish,Honest
2455,Selfish,Honest
2456,Selfish,Honest
2457,Selfish,Honest
2458,Selfish,Honest
2459,Selfish,Honest
2460,Selfish,Honest
2461,Selfish,Honest
2462,Selfish,Honest
2463,Selfish,Honest
2464,Selfish,Honest
2465,Selfish,Honest
2466,Selfish,Honest
2467,Selfish,Honest
2468,Selfish,Honest
2469,Selfish,Honest
2470,Selfish,Honest
2471,Selfish,Honest
2472,Selfish,Honest
2473,Selfish,Honest
2474,Selfish,Honest
2475,Selfish,Honest
2476,Selfish,Honest
2477,Selfish,Honest
2478,Selfish,Honest
2479,Selfish,Honest
2480,Selfish,Honest
2481,Selfish,Honest
2482,Selfish,Honest
2483,Selfish,Honest
2484,Selfish,Honest
2485,Selfish,Honest
2486,Selfish,Honest
2487,Selfish,Honest
2488,Selfish,Honest
2489,Selfish,Honest
2490,Selfish,Honest
2491,Selfish,Honest
2492,Selfish,Honest
2493,Selfish,Honest
2494,Selfish,Honest
2495,Selfish,Honest
2496,Selfish,Honest
2497,Selfish,Honest
2498,Selfish,Honest
2499,Selfish,Honest
2500,Selfish,Honest
2501,Selfish,Honest
2502,Selfish,Honest
2503,Selfish,Honest
2504,Selfish,Honest
2505,Selfish,Honest
2506,Selfish,Honest
2507,Selfish,Honest
2508,Selfish,Honest
2509,Selfish,Honest
2510,Selfish,Honest
2511,Selfish,Honest
2512,Selfish,Honest
2513,Selfish,Honest
2514,Selfish,Honest
2515,Selfish,Honest
2516,Selfish,Honest
2517,Selfish,Honest
2518,Selfish,Honest
2519,Selfish,Honest
2520,Selfish,Honest
2521,Selfish,Honest
2522,Selfish,Honest
2523,Selfish,Honest
2524,Selfish,Honest
2525,Selfish,Honest
2526,Selfish,Honest
2527,Selfish,Honest
2528,Selfish,Honest
2529,Selfish,Honest
2530,Selfish,Honest
2531,Selfish,Honest
2532,Selfish,Honest
2533,Selfish,Honest
2534,Selfish,Honest
2535,Selfish,Honest
2536,Selfish,Honest
2537,Selfish,Honest
2538,Selfish,Honest
2539,Selfish,Honest
2540,Selfish,Honest
2541,Selfish,Honest
2542,Selfish,Honest
2543,Selfish,Honest
2544,Selfish,Honest
2545,Selfish,Honest
2546,Selfish,Honest
2547,Selfish,Honest
2548,Selfish,Honest
2549,Selfish,Honest
2550,Selfish,Honest
2551,Selfish,Honest
2552,Selfish,Honest
2553,Selfish,Honest
2554,Selfish,Honest
2555,Selfish,Honest
2556,Selfish,Honest
2557,Selfish,Honest
2558,Selfish,Honest
2559,Selfish,Honest
2560,Selfish,Honest
2561,Selfish,Honest
2562,Selfish,Honest
2563,Selfish,Honest
2564,Selfish,Honest
2565,Selfish,Honest
2566,Selfish,Honest
2567,Selfish,Honest
2568,Selfish,Honest
2569,Selfish,Honest
2570,Selfish,Honest
2571,Selfish,Honest
2572,Selfish,Honest
2573,Selfish,Honest
2574,Selfish,Honest
2575,Selfish,Honest
2576,Selfish,Honest
2577,Selfish,Honest
2578,Selfish,Honest
2579,Selfish,Honest
2580,Selfish,Honest
2581,Selfish,Honest
2582,Selfish,Honest
2583,Selfish,Honest
2584,Selfish,Honest
2585,Selfish,Honest
2586,Selfish,Honest
2587,Selfish,Honest
2588,Selfish,Honest
2589,Selfish,Honest
2590,Selfish,Honest
2591,Selfish,Honest
2592,Selfish,Honest
2593,Selfish,Honest
2594,Selfish,Honest
2595,Selfish,Honest
2596,Selfish,Honest
2597,Selfish,Honest
2598,Selfish,Honest
2599,Selfish,Honest
2600,Selfish,Honest
2601,Selfish,Honest
2602,Selfish,Honest
2603,Selfish,Honest
2604,Selfish,Honest
2605,Selfish,Honest
2606,Selfish,Honest
2607,Selfish,Honest
2608,Selfish,Honest
2609,Selfish,Honest
2610,Selfish,Honest
2611,Selfish,Honest
2612,Selfish,Honest
2613,Selfish,Honest
2614,Selfish,Honest
2615,Selfish,Honest
2616,Selfish,Honest
2617,Selfish,Honest
2618,Selfish,Honest
2619,Selfish,Honest
2620,Selfish,Honest
2621,Selfish,Honest
2622,Selfish,Honest
2623,Selfish,Honest
2624,Selfish,Honest
2625,Selfish,Honest
2626,Selfish,Honest
2627,Selfish,Honest
2628,Selfish,Honest
2629,Selfish,Honest
2630,Selfish,Honest
2631,Selfish,Honest
2632,Selfish,Honest
2633,Selfish,Honest
2634,Selfish,Honest
2635,Selfish,Honest
2636,Selfish,Honest
2637,Selfish,Honest
2638,Selfish,Honest
2639,Selfish,Honest
2640,Selfish,Honest
2641,Selfish,Honest
2642,Selfish,Honest
2643,Selfish,Honest
2644,Selfish,Honest
2645,Selfish,Honest
2646,Selfish,Honest
2647,Selfish,Honest
2648,Selfish,Honest
2649,Selfish,Honest
2650,Selfish,Honest
2651,Selfish,Honest
2652,Selfish,Honest
2653,Selfish,Honest
2654,Selfish,Honest
2655,Selfish,Honest
2656,Selfish,Honest
2657,Selfish,Honest
2658,Selfish,Honest
2659,Selfish,Honest
2660,Selfish,Honest
2661,Selfish,Honest
2662,Selfish,Honest
2663,Selfish,Honest
2664,Selfish,Honest
2665,Selfish,Honest
2666,Selfish,Honest
2667,Selfish,Honest
2668,Selfish,Honest
2669,Selfish,Honest
2670,Selfish,Honest
2671,Selfish,Honest
2672,Selfish,Honest
2673,Selfish,Honest
2674,Selfish,Honest
2675,Selfish,Honest
2676,Selfish,Honest
2677,Selfish,Honest
2678,Selfish,Honest
2679,Selfish,Honest
2680,Selfish,Honest
2681,Selfish,Honest
2682,Selfish,Honest
2683,Selfish,Honest
2684,Selfish,Honest
2685,Selfish,Honest
2686,Selfish,Honest
2687,Selfish,Honest
2688,Selfish,Honest
2689,Selfish,Honest
2690,Selfish,Honest
2691,Selfish,Honest
2692,Selfish,Honest
2693,Selfish,Honest
2694,Selfish,Honest
2695,Selfish,Honest
2696,Selfish,Honest
2697,Selfish,Honest
2698,Selfish,Honest
2699,Selfish,Honest
2700,Selfish,Honest
2701,Selfish,Honest
2702,Selfish,Honest
2703,Selfish,Honest
2704,Selfish,Honest
2705,Selfish,Honest
2706,Selfish,Honest
2707,Selfish,Honest
2708,Selfish,Honest
2709,Selfish,Honest
2710,Selfish,Honest
2711,Selfish,Honest
2712,Selfish,Honest
2713,Selfish,Honest
2714,Selfish,Honest
2715,Selfish,Honest
2716,Selfish,Honest
2717,Selfish,Honest
2718,Selfish,Honest
2719,Selfish,Honest
2720,Selfish,Honest
2721,Selfish,Honest
2722,Selfish,Honest
2723,Selfish,Honest
2724,Selfish,Honest
2725,Selfish,Honest
2726,Selfish,Honest
2727,Selfish,Honest
2728,Selfish,Honest
2729,Selfish,Honest
2730,Selfish,Honest
2731,Selfish,Honest
2732,Selfish,Honest
2733,Selfish,Honest
2734,Selfish,Honest
2735,Selfish,Honest
2736,Selfish,Honest
2737,Selfish,Honest
2738,Selfish,Honest
2739,Selfish,Honest
2740,Selfish,Honest
2741,Selfish,Honest
2742,Selfish,Honest
2743,Selfish,Honest
2744,Selfish,Honest
2745,Selfish,Honest
2746,Selfish,Honest
2747,Selfish,Honest
2748,Selfish,Honest
2749,Selfish,Honest
2750,Selfish,Honest
2751,Selfish,Honest
2752,Selfish,Honest
2753,Selfish,Honest
2754,Selfish,Honest
2755,Selfish,Honest
2756,Selfish,Honest
2757,Selfish,Honest
2758,Selfish,Honest
2759,Selfish,Honest
2760,Selfish,Honest
2761,Selfish,Honest
2762,Selfish,Honest
2763,Selfish,Honest
2764,Selfish,Honest
2765,Selfish,Honest
2766,Selfish,Honest
2767,Selfish,Honest
2768,Selfish,Honest
2769,Selfish,Honest
2770,Selfish,Honest
2771,Selfish,Honest
2772,Selfish,Honest
2773,Selfish,Honest
2774,Selfish,Honest
2775,Selfish,Honest
2776,Selfish,Honest
2777,Selfish,Honest
2778,Selfish,Honest
2779,Selfish,Honest
2780,Selfish,Honest
2781,Selfish,Honest
2782,Selfish,Honest
2783,Selfish,Honest
2784,Selfish,Honest
2785,Selfish,Honest
2786,Selfish,Honest
2787,Selfish,Honest
2788,Selfish,Honest
2789,Selfish,Honest
2790,Selfish,Honest
2791,Selfish,Honest
2792,Selfish,Honest
2793,Selfish,Honest
2794,Selfish,Honest
2795,Selfish,Honest
2796,Selfish,Honest
2797,Selfish,Honest
2798,Selfish,Honest
2799,Selfish,Honest
2800,Selfish,Honest
2801,Selfish,Honest
2802,Selfish,Honest
2803,Selfish,Honest
2804,Selfish,Honest
2805,Selfish,Honest
2806,Selfish,Honest
2807,Selfish,Honest
2808,Selfish,Honest
2809,Selfish,Honest
2810,Selfish,Honest
2811,Selfish,Honest
2812,Selfish,Honest
2813,Selfish,Honest
2814,Selfish,Honest
2815,Selfish,Honest
2816,Selfish,Honest
2817,Selfish,Honest
2818,Selfish,Honest
2819,Selfish,Honest
2820,Selfish,Honest
2821,Selfish,Honest
2822,Selfish,Honest
2823,Selfish,Honest
2824,Selfish,Honest
2825,Selfish,Honest
2826,Selfish,Honest
2827,Selfish,Honest
2828,Selfish,Honest
2829,Selfish,Honest
2830,Selfish,Honest
2831,Selfish,Honest
2832,Selfish,Honest
2833,Selfish,Honest
2834,Selfish,Honest
2835,Selfish,Honest
2836,Selfish,Honest
2837,Selfish,Honest
2838,Selfish,Honest
2839,Selfish,Honest
2840,Selfish,Honest
2841,Selfish,Honest
2842,Selfish,Honest
2843,Selfish,Honest
2844,Selfish,Honest
2845,Selfish,Honest
2846,Selfish,Honest
2847,Selfish,Honest
2848,Selfish,Honest
2849,Selfish,Honest
2850,Selfish,Honest
2851,Selfish,Honest
2852,Selfish,Honest
2853,Selfish,Honest
2854,Selfish,Honest
2855,Selfish,Honest
2856,Selfish,Honest
2857,Selfish,Honest
2858,Selfish,Honest
2859,Selfish,Honest
2860,Selfish,Honest
2861,Selfish,Honest
2862,Selfish,Honest
2863,Selfish,Honest
2864,Selfish,Honest
2865,Selfish,Honest
2866,Selfish,Honest
2867,Selfish,Honest
2868,Selfish,Honest
2869,Selfish,Honest
2870,Selfish,Honest
2871,Selfish,Honest
2872,Selfish,Honest
2873,Selfish,Honest
2874,Selfish,Honest
2875,Selfish,Honest
2876,Selfish,Honest
2877,Selfish,Honest
2878,Selfish,Honest
2879,Selfish,Honest
2880,Selfish,Honest
2881,Selfish,Honest
2882,Selfish,Honest
2883,Selfish,Honest
2884,Selfish,Honest
2885,Selfish,Honest
2886,Selfish,Honest
2887,Selfish,Honest
2888,Selfish,Honest
2889,Selfish,Honest
2890,Selfish,Honest
2891,Selfish,Honest
2892,Selfish,Honest
2893,Selfish,Honest
2894,Selfish,Honest
2895,Selfish,Honest
2896,Selfish,Honest
2897,Selfish,Honest
2898,Selfish,Honest
2899,Selfish,Honest
2900,Selfish,Honest
2901,Selfish,Honest
2902,Selfish,Honest
2903,Selfish,Honest
2904,Selfish,Honest
2905,Selfish,Honest
2906,Selfish,Honest
2907,Selfish,Honest
2908,Selfish,Honest
2909,Selfish,Honest
2910,Selfish,Honest
2911,Selfish,Honest
2912,Selfish,Honest
2913,Selfish,Honest
2914,Selfish,Honest
2915,Selfish,Honest
2916,Selfish,Honest
2917,Selfish,Honest
2918,Selfish,Honest
2919,Selfish,Honest
2920,Selfish,Honest
2921,Selfish,Honest
2922,Selfish,Honest
2923,Selfish,Honest
2924,Selfish,Honest
2925,Selfish,Honest
2926,Selfish,Honest
2927,Selfish,Honest
2928,Selfish,Honest
2929,Selfish,Honest
2930,Selfish,Honest
2931,Selfish,Honest
2932,Selfish,Honest
2933,Selfish,Honest
2934,Selfish,Honest
2935,Selfish,Honest
2936,Selfish,Honest
2937,Selfish,Honest
2938,Selfish,Honest
2939,Selfish,Honest
2940,Selfish,Honest
2941,Selfish,Honest
2942,Selfish,Honest
2943,Selfish,Honest
2944,Selfish,Honest
2945,Selfish,Honest
2946,Selfish,Honest
2947,Selfish,Honest
2948,Selfish,Honest
2949,Selfish,Honest
2950,Selfish,Honest
2951,Selfish,Honest
2952,Selfish,Honest
2953,Selfish,Honest
2954,Selfish,Honest
2955,Selfish,Honest
2956,Selfish,Honest
